9.216	3.03842	6.77047	9.80889
9.24	2.50743	7.30181	9.80924
9.264	2.02083	7.78868	9.80951
9.288	1.58245	8.22725	9.8097
9.312	1.19505	8.61477	9.80983
9.336	0.860524	8.94938	9.80991
9.36	0.58008	9.22988	9.80996
9.384	0.35444	9.45554	9.80998
9.408	0.183986	9.62601	9.80999
9.432	0.0688913	9.7411	9.81
9.456	0.00921455	9.80078	9.81
9.48	0.00496866	9.80503	9.81
9.504	0.0561541	9.75384	9.81
9.528	0.162761	9.64723	9.80999
9.552	0.324742	9.48524	9.80998
9.576	0.541946	9.26802	9.80996
9.6	0.814031	8.99589	9.80992
9.624	1.14034	8.6695	9.80984
9.648	1.51974	8.28998	9.80972
9.672	1.95047	7.85908	9.80954
9.696	2.4299	7.37939	9.80929
9.72	2.95438	6.85457	9.80895
9.744	3.51901	6.28951	9.80851
9.768	4.11742	5.69054	9.80796
9.792	4.74171	5.06559	9.8073
9.816	5.3823	4.42422	9.80652
9.84	6.02798	3.77765	9.80563
9.864	6.66604	3.13862	9.80466
9.888	7.28248	2.52114	9.80362
9.912	7.8625	1.94007	9.80257
9.936	8.39095	1.41058	9.80153
9.96	8.85306	0.94751	9.80057
9.984	9.23512	0.564624	9.79974
10.008	9.52523	0.273855	9.79908
10.032	9.71405	0.0846005	9.79865
10.056	9.79532	0.00313195	9.79845
10.08	9.76634	0.032187	9.79852
10.104	9.62806	0.170787	9.79885
10.128	9.3851	0.414301	9.7994
10.152	9.0454	0.754755	9.80016
10.176	8.61973	1.18134	9.80106
10.2	8.12101	1.68106	9.80207
10.224	7.56361	2.23951	9.80312
10.248	6.9626	2.84157	9.80417
10.272	6.33301	3.47217	9.80518
10.296	5.68929	4.11682	9.80611
10.32	5.04478	4.76216	9.80694
10.344	4.41145	5.39621	9.80766
10.368	3.79965	6.00862	9.80826
10.392	3.21808	6.59068	9.80875
10.416	2.67382	7.13532	9.80914
10.44	2.17245	7.63698	9.80943
10.464	1.71819	8.09145	9.80964
10.488	1.31413	8.49566	9.80979
10.512	0.962409	8.84748	9.80989
10.536	0.664447	9.1455	9.80994
10.56	0.421101	9.38887	9.80998
10.584	0.232847	9.57714	9.80999
10.608	0.0999118	9.71008	9.81
10.632	0.0223836	9.78761	9.81
10.656	0.000284575	9.80971	9.81
